51,0,7,128,0,15,0,7,208,0.0
354,0,8,0,3,234,17,244,206,0.0
167,32,16,250,36,209,37,192,160,0.0
813,0,0,4,36,204,1,0,0,0.0
1398,127,248,0,0,63,252,31,192,0.0
403,0,8,8,3,230,232,0,0,0.0
526,78,32,7,160,0,63,175,255,0.0
1314,223,127,208,142,110,48,78,220,0.0
870,127,221,200,2,1,71,206,120,0.0
1408,0,0,0,3,203,8,0,0,0.0
1076,3,170,160,162,242,243,3,0,0.0
1760,0,0,0,0,0,0,0,0,0.0
1176,135,255,191,252,241,128,0,11,0.0
560,220,0,8,226,212,0,12,0,0.0
339,0,0,0,4,0,12,0,4,0.0
852,31,255,64,0,0,3,242,128,0.0
14,32,82,150,2,8,9,117,144,0.0
1505,137,63,224,11,10,0,0,128,0.0
1694,4,64,4,126,31,192,21,2,0.0
293,144,0,63,95,58,226,241,96,0.0
661,0,0,0,0,0,0,8,64,0.0
1634,76,32,0,0,64,0,0,0,0.0
651,0,0,0,0,0,0,0,0,0.0
412,26,8,32,27,130,0,39,32,0.0
208,106,97,12,96,239,0,0,0,0.0
51,0,7,120,0,15,64,7,208,0.0
628,0,242,13,241,16,124,134,185,0.0
192,32,0,0,0,0,0,0,0,0.0
167,32,16,250,36,209,37,192,160,0.0
61,0,0,42,128,0,0,0,0,0.0
1227,128,0,0,0,0,0,0,0,0.0
640,24,224,2,112,0,0,0,0,0.0
961,123,85,31,188,48,243,169,46,0.0
60,0,0,4,0,49,0,0,0,0.0
519,36,4,96,72,18,158,148,208,0.0
1225,1,153,21,130,13,0,246,75,0.0
470,6,11,128,128,48,36,64,128,0.0
1760,0,0,0,0,0,0,0,0,0.0
263,0,0,0,0,0,0,0,0,0.0
186,6,152,14,68,16,0,5,12,0.0
208,114,97,12,96,238,0,0,0,0.0
737,0,0,0,0,0,0,0,4,0.0
14,32,82,214,2,8,9,117,138,0.0
852,31,255,64,0,0,3,227,128,0.0
1505,137,63,224,11,10,0,0,128,0.0
51,0,7,112,0,15,128,7,208,0.0
354,0,8,0,3,234,17,244,206,0.0
167,32,16,250,36,209,37,192,160,0.0
1399,0,0,8,0,0,0,1,70,0.0
1413,0,64,0,0,0,2,0,24,0.0
403,0,8,8,3,230,232,0,0,0.0
526,78,32,3,160,0,63,143,255,0.0
1314,223,127,208,142,109,184,78,220,0.0
870,127,221,200,2,1,71,206,120,0.0
1408,0,0,0,3,195,136,0,0,0.0
1076,3,202,160,162,242,243,3,0,0.0
1760,0,0,0,0,0,0,0,0,0.0
1176,135,255,191,252,240,128,0,12,0.0
560,219,0,8,226,212,0,14,0,0.0
339,0,0,0,4,0,12,0,4,0.0
852,31,255,64,0,0,3,227,128,0.0
14,32,82,214,2,8,9,117,138,0.0
1505,137,63,224,11,10,0,0,128,0.0
1694,4,64,4,126,32,0,21,2,0.0
1634,76,32,0,0,64,0,0,0,0.0
651,0,0,0,0,0,0,0,0,0.0
412,30,4,32,27,130,0,39,32,0.0
208,122,97,12,96,237,0,0,0,0.0
51,0,7,104,0,15,192,7,208,0.0
628,0,242,15,239,16,124,134,185,0.0
192,32,0,0,0,0,0,0,0,0.0
167,32,16,250,36,225,37,192,160,0.0
458,63,249,255,128,0,0,12,160,0.0
1760,0,0,0,0,0,0,0,0,0.0
1644,0,128,16,0,32,0,0,32,0.0
263,0,0,0,0,0,0,0,0,0.0
661,0,0,0,0,0,0,8,64,0.0
737,0,0,0,0,0,0,0,4,0.0
14,32,82,150,2,8,9,117,144,0.0
961,123,85,31,187,240,116,105,46,0.0
852,31,255,64,0,0,3,212,128,0.0
293,144,0,63,95,58,226,151,96,0.0
1505,137,63,224,11,10,0,0,128,0.0
208,2,97,12,96,252,0,0,0,0.0
51,0,7,224,0,12,0,7,208,0.0
354,0,8,0,3,234,17,244,206,0.0
167,32,16,250,36,209,37,192,160,0.0
675,0,0,0,3,254,128,60,0,0.0
1277,17,75,10,80,101,14,74,8,0.0
215,0,0,2,0,128,0,0,0,0.0
622,1,10,0,130,138,114,10,4,0.0
403,0,8,8,3,230,232,0,0,0.0
526,78,32,3,160,0,63,175,255,0.0
1314,223,127,208,142,109,64,78,220,0.0
870,127,221,200,2,1,71,206,120,0.0
1408,0,0,0,3,188,8,0,0,0.0
1076,3,234,160,162,242,243,3,0,0.0
1760,0,0,0,0,0,0,0,0,0.0
1176,135,255,191,252,239,128,0,13,0.0
560,218,0,8,226,212,0,16,0,0.0
813,0,0,4,36,204,1,0,0,0.0
339,0,0,0,4,0,12,0,4,0.0
852,31,255,64,0,0,3,205,0,0.0
14,32,82,150,2,8,9,117,138,0.0
1505,137,63,224,11,10,0,0,128,0.0
1694,4,64,4,126,31,192,21,2,0.0
293,144,0,63,95,58,226,121,96,0.0
1634,76,32,0,0,64,0,0,0,0.0
651,0,0,0,0,0,0,0,0,0.0
412,2,32,32,27,130,0,39,32,0.0
208,10,97,12,96,251,0,0,0,0.0
51,0,7,216,0,12,64,7,208,0.0
628,0,242,1,253,16,124,134,185,0.0
192,32,0,0,0,0,0,0,0,0.0
1788,0,0,7,88,208,183,88,0,0.0
167,32,16,250,36,209,37,192,160,0.0
569,0,0,0,125,0,0,65,128,0.0
1760,0,0,0,0,0,0,0,0,0.0
263,0,0,0,0,0,0,0,0,0.0
186,6,152,14,196,16,0,5,12,0.0
208,18,97,12,96,250,0,0,0,0.0
737,0,0,0,0,0,0,0,4,0.0
14,32,82,150,2,8,9,117,144,0.0
852,31,255,64,0,0,3,205,0,0.0
293,144,0,63,95,58,226,91,96,0.0
1505,137,63,224,11,10,0,0,128,0.0
51,0,7,208,0,12,128,7,208,0.0
738,24,8,13,64,64,0,1,24,0.0
837,5,2,2,194,60,119,64,129,0.0
1072,0,52,71,139,252,128,18,160,0.0
244,154,12,1,2,4,113,2,64,0.0
354,0,8,0,3,234,17,244,206,0.0
167,32,16,250,36,209,37,192,160,0.0
304,0,1,96,0,0,0,0,0,0.0
1175,0,0,0,0,0,0,0,0,0.0
961,123,85,31,188,111,116,233,46,0.0
403,0,8,8,3,230,232,0,0,0.0
526,78,32,3,160,0,63,207,255,0.0
1314,223,127,208,142,108,200,78,220,0.0
870,127,221,200,2,1,71,206,120,0.0
1408,0,0,0,3,180,136,0,0,0.0
1076,4,10,160,162,242,243,3,0,0.0
1760,0,0,0,0,0,0,0,0,0.0
1176,135,255,191,252,238,128,0,14,0.0
560,217,0,8,226,212,0,18,0,0.0
1255,0,0,0,18,3,137,0,0,0.0
852,31,255,64,0,0,3,190,0,0.0
14,32,82,150,2,8,9,117,138,0.0
339,0,0,0,4,0,12,0,4,0.0
1694,4,64,4,126,31,192,21,2,0.0
293,144,0,63,95,58,226,61,96,0.0
1505,137,63,224,11,10,0,0,128,0.0
661,0,0,0,0,0,0,8,64,0.0
1634,76,32,0,0,64,0,0,0,0.0
1668,40,218,128,25,65,124,80,30,0.0
1590,36,164,0,0,241,0,48,0,0.0
727,16,0,96,216,0,0,0,8,0.0
651,0,0,0,0,0,0,0,0,0.0
412,6,28,32,27,130,0,39,32,0.0
208,26,97,12,96,249,0,0,0,0.0
51,0,7,200,0,12,192,7,208,0.0
628,0,242,3,251,16,124,134,185,0.0
192,32,0,0,0,0,0,0,0,0.0
167,32,16,250,36,209,37,192,160,0.0
722,0,0,8,0,0,0,0,0,0.0
996,1,52,0,0,5,0,0,0,0.0
1628,64,17,210,119,80,0,0,0,0.0
1399,0,0,8,0,0,0,1,70,0.0
1760,0,0,0,0,0,0,0,0,0.0
263,0,0,0,0,0,0,0,0,0.0
208,34,97,12,96,248,0,0,0,0.0
737,0,0,0,0,0,0,0,4,0.0
14,32,82,150,2,8,9,117,138,0.0
852,31,255,64,0,0,3,182,128,0.0
293,144,0,63,95,58,226,31,96,0.0
1505,137,63,224,11,10,0,0,128,0.0
51,0,7,192,0,13,0,7,208,0.0
354,0,8,0,3,234,17,244,206,0.0
167,32,16,250,36,209,37,192,160,0.0
705,1,243,239,199,203,158,67,170,0.0
403,0,8,8,3,230,232,0,0,0.0
526,78,32,3,160,0,63,207,255,0.0
1314,223,127,208,142,108,80,78,220,0.0
870,127,221,200,2,1,71,206,120,0.0
1408,0,0,0,3,173,8,0,0,0.0
1076,4,42,160,162,242,243,3,0,0.0
1760,0,0,0,0,0,0,0,0,0.0
692,4,65,5,0,0,11,184,0,0.0
1176,135,255,191,252,237,128,0,15,0.0
1124,0,2,64,0,0,144,23,150,0.0
560,216,0,8,226,212,0,20,0,0.0
339,0,0,0,4,0,12,0,4,0.0
961,123,85,31,187,111,181,169,46,0.0
